Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.E,Xc1.Q,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda.1,Xc2.lambda.2,Xc2.lambda.3,Xc2.lambda.4,Xc2.lambda.5,Xc2.lambda.6,Xc2.lambda.7,Xc2.lambda.8,Xc2.lambda.9,Xc2.lambda.10,Xc2.lambda.11,Xc2.lambda.12,Xc2.lambda.13,Xc2.lambda.14,Xc2.lambda.15,Xc2.lambda.16,Xc2.lambda.17,Xc2.lambda.18,Xc2.lambda.19,Xc2.lambda.20,Xc2.lambda.21,Xc2.lambda.22,Xc2.lambda.23,Xc2.lambda.24,Xc2.lambda.25,Xc2.lambda.26,Xc2.lambda.27,Xc2.lambda.28,Xc2.lambda.29,Xc2.lambda.30,protection
10.846736,2.691681,5.719889,4.122981,3.389957,7.305291,3.443132,11.190815,3.031386,8.197315,18.095337,6.281724,3.662869,10.141996,6.112248,11.963111,6.887587,1.88736,3.549477,11.648185,0.022517,0.025536,0.023107,0.02306,0.022427,0.023253,0.023428,0.023194,0.023589,0.022607,0.024224,0.024577,0.024405,0.0242,0.02377,0.023353,0.022762,0.023202,0.023717,0.024792,0.02348,0.024581,0.024537,0.025197,0.022755,0.024613,0.023186,0.024251,0.023652,0.024734,Cis-Golgi
8.087233,2.970667,5.958828,5.862744,2.522183,8.289626,4.253744,11.120813,1.005322,8.375456,17.132903,4.992837,3.314044,10.445014,5.719103,13.246407,7.864794,2.196773,4.924873,12.729865,0.021616,0.022877,0.021534,0.022616,0.021995,0.023152,0.023435,0.023002,0.02323,0.022466,0.0242,0.022983,0.022722,0.023398,0.023174,0.024387,0.023733,0.023978,0.024722,0.024572,0.023558,0.023479,0.024657,0.024024,0.025157,0.024911,0.023116,0.023814,0.023577,0.024592,Cis-Golgi
6.082816,5.28029,8.347631,5.405924,0,8.959096,7.348008,3.800784,0.631184,4.355723,6.422531,5.725942,2.892857,4.003003,2.967444,10.52229,6.476551,0.896843,0.224037,4.94007,0.024133,0.024306,0.020974,0.025166,0.023883,0.023434,0.02332,0.023529,0.025289,0.022473,0.023293,0.024487,0.023373,0.022856,0.024691,0.023908,0.024758,0.023862,0.023222,0.02441,0.021472,0.025752,0.023669,0.023852,0.024364,0.02421,0.024794,0.023333,0.023442,0.022726,Cis-Golgi
6.177477,3.651543,8.340665,6.291694,0.678126,14.102998,10.420463,6.055668,0.709257,4.174931,7.100689,6.005297,2.047408,1.822448,3.750328,6.83016,6.296252,0.520733,0.830549,6.327968,0.024151,0.023845,0.024605,0.025753,0.025822,0.025393,0.023297,0.023932,0.023639,0.022293,0.023209,0.023308,0.023935,0.023631,0.022941,0.022645,0.025368,0.02475,0.023974,0.026015,0.02178,0.023246,0.024723,0.022629,0.023817,0.024818,0.026644,0.02423,0.024193,0.022773,Cis-Golgi
3.415433,3.133199,0.558521,2.737697,0.52974,2.054711,1.551844,5.985097,0.643301,5.043172,9.775098,2.246094,1.060178,5.174947,5.112133,5.766822,3.047312,1.431578,2.932793,6.683042,0.022038,0.022241,0.023646,0.023026,0.023687,0.024174,0.024965,0.024687,0.023402,0.024847,0.023589,0.023477,0.024736,0.025099,0.025537,0.026564,0.024438,0.025236,0.024139,0.025343,0.023276,0.025121,0.023871,0.024642,0.024992,0.024177,0.024407,0.025692,0.025072,0.022697,Cis-Golgi
5.451117,2.882988,1.61482,1.943828,0.512332,3.483303,1.712833,6.488149,1.514484,2.694193,6.590455,2.161142,1.122998,2.920672,3.638919,3.8645,1.691292,0.518487,1.20847,4.62956,0.026027,0.024908,0.024538,0.024378,0.023935,0.024263,0.024753,0.02387,0.024981,0.025778,0.023066,0.0257,0.024374,0.027001,0.024906,0.02346,0.023522,0.028027,0.023854,0.026658,0.023879,0.026038,0.024961,0.02438,0.026289,0.023946,0.023271,0.023355,0.024658,0.024957,Cis-Golgi
5.302589,3.263337,1.278822,1.891693,0.915935,3.199583,1.673109,6.650654,1.020141,1.064365,6.151406,2.165517,0.754005,2.964734,2.525625,4.430343,2.517777,0.771692,1.589621,5.3632,0.02493,0.023247,0.025648,0.025402,0.024073,0.025165,0.023237,0.0251,0.02491,0.024457,0.023411,0.024001,0.025209,0.026385,0.025657,0.023704,0.025123,0.025468,0.026546,0.025942,0.023641,0.024335,0.025508,0.024774,0.025615,0.02441,0.024671,0.023465,0.02437,0.024966,Cis-Golgi
9.904904,5.769947,16.054312,5.85658,3.057344,8.209999,6.574856,10.40911,5.155525,21.06103,21.136288,10.117218,3.257588,12.356784,6.403885,18.951568,8.929985,1.495784,6.793722,12.131995,0.023766,0.022564,0.023679,0.023844,0.024149,0.023383,0.023174,0.022634,0.024784,0.023396,0.024473,0.022847,0.023013,0.023129,0.024364,0.024075,0.024354,0.023395,0.023772,0.023358,0.024251,0.023135,0.024309,0.023395,0.024622,0.023496,0.023366,0.023922,0.02359,0.023744,Cis-Golgi
7.855147,9.331521,11.005013,10.69473,3.009009,12.472064,6.721158,9.493759,4.333868,10.7855,15.644499,9.279398,4.275259,10.24441,11.077007,17.302759,7.717448,2.353508,6.670438,10.740521,0.024615,0.026168,0.024768,0.024888,0.025701,0.025636,0.02454,0.024841,0.02564,0.024019,0.024524,0.023572,0.024812,0.025479,0.024223,0.024966,0.025353,0.025379,0.024632,0.022955,0.025525,0.02402,0.02511,0.025143,0.025156,0.023709,0.023852,0.023961,0.025151,0.025174,Cis-Golgi
4.660956,4.036154,3.180398,6.28209,2.023136,6.121121,4.917732,6.005944,4.166159,6.682683,8.557538,7.362299,3.185995,6.282346,4.032208,6.260423,6.429923,0.321523,3.724306,8.909413,0.024597,0.023387,0.024431,0.025111,0.024377,0.023431,0.023195,0.023901,0.023946,0.023952,0.023609,0.023826,0.024631,0.024703,0.026077,0.024729,0.024763,0.023973,0.025906,0.023427,0.024895,0.025618,0.025449,0.025522,0.025413,0.023841,0.025415,0.025017,0.024351,0.024068,Cis-Golgi
5.938375,4.256323,4.721182,7.038112,1.171861,4.869382,4.595534,6.287777,3.959836,6.390099,8.201661,4.851214,1.793036,4.9674,5.347913,7.659037,5.640111,0.815098,3.736674,7.894964,0.02389,0.024016,0.0238,0.022253,0.024599,0.025495,0.023036,0.023712,0.024843,0.024305,0.023399,0.022713,0.024798,0.023423,0.024764,0.025221,0.024086,0.023269,0.025529,0.022646,0.024733,0.025396,0.025491,0.024754,0.023748,0.025028,0.025339,0.024823,0.024079,0.023726,Cis-Golgi
5.631358,4.1701,5.69679,6.536681,1.55274,6.508158,4.484348,6.936343,3.703645,6.830562,9.471123,7.618877,2.49809,5.2508,4.11149,7.822414,5.182049,0.438677,4.716147,8.965208,0.025469,0.024349,0.025589,0.025118,0.023783,0.023795,0.02294,0.023698,0.024516,0.024647,0.023904,0.025195,0.024405,0.025435,0.025637,0.023697,0.024211,0.024639,0.025147,0.025223,0.025065,0.024591,0.024616,0.024924,0.023441,0.023762,0.023565,0.024319,0.02455,0.02392,Cis-Golgi
5.492793,4.041521,4.919792,7.918591,2.604663,5.433529,5.415042,6.444163,3.562885,5.635588,7.787249,5.494682,2.363063,5.706762,7.246062,8.351878,5.394789,0.29907,3.096617,8.9111,0.024934,0.024047,0.023259,0.025063,0.024255,0.025321,0.022953,0.023111,0.024593,0.023497,0.024212,0.024054,0.02455,0.024135,0.024817,0.023931,0.023471,0.024728,0.025477,0.023142,0.025235,0.025044,0.024486,0.02532,0.024557,0.025207,0.02497,0.024027,0.023475,0.024723,Cis-Golgi
9.842184,4.756022,5.481749,7.400557,2.488046,12.114784,6.704211,7.626473,1.33173,7.667881,15.48908,5.212315,2.616396,8.88289,7.254332,14.844299,6.630458,2.377792,2.34117,7.738054,0.022002,0.023243,0.022086,0.022862,0.022733,0.023714,0.023539,0.022848,0.024379,0.023577,0.024028,0.023562,0.023795,0.02364,0.023526,0.024684,0.024297,0.024738,0.025322,0.025254,0.02416,0.023539,0.024973,0.024324,0.023412,0.024512,0.023973,0.025187,0.024477,0.024329,Cis-Golgi
11.012708,4.605443,3.530725,6.549125,2.411636,12.138939,7.115458,12.910163,3.108736,4.677286,15.446852,6.392834,2.6691,4.733264,8.437166,13.474098,5.98818,2.04125,1.954816,6.187105,0.023675,0.02326,0.022436,0.023421,0.023508,0.023681,0.023913,0.023565,0.024245,0.023748,0.023994,0.023975,0.023474,0.024684,0.023469,0.024527,0.024642,0.023538,0.025304,0.024964,0.024377,0.024924,0.023741,0.024543,0.023533,0.023886,0.022571,0.024548,0.023811,0.024197,Cis-Golgi
4.777535,3.428802,2.577703,2.844079,0.820448,3.623116,5.420257,2.016369,2.32451,3.182717,6.578624,2.75,2.062439,2.514616,1.197528,3.748825,2.728323,0.019759,1.594363,2.596489,0.023903,0.025846,0.023172,0.022755,0.023653,0.024847,0.022407,0.024952,0.024721,0.023958,0.025158,0.02455,0.023573,0.024568,0.025926,0.02508,0.026725,0.027163,0.026632,0.026829,0.02471,0.026101,0.023779,0.025154,0.023984,0.024162,0.024137,0.025964,0.028064,0.026531,Cis-Golgi
9.85872,3.375377,2.898163,5.919092,3.165971,10.103811,4.296419,12.477419,3.645775,5.721352,12.162438,3.250122,3.254269,4.851692,10.34188,10.043407,5.609732,1.651463,3.10416,7.165811,0.024141,0.025025,0.022819,0.023935,0.023866,0.023802,0.024424,0.023734,0.023834,0.023072,0.02414,0.024118,0.0247,0.025031,0.023484,0.023613,0.02342,0.022985,0.025209,0.0248,0.024252,0.025276,0.02461,0.02469,0.023133,0.023721,0.022111,0.023331,0.023637,0.023507,Cis-Golgi
9.164767,4.815022,2.769008,3.947666,2.628253,4.584361,4.603539,13.869682,2.601806,4.041095,11.855477,3.224122,2.743169,4.064341,12.972807,14.826734,6.229224,1.737482,3.073003,7.299953,0.02352,0.023202,0.022836,0.024169,0.023192,0.021914,0.024125,0.023557,0.024355,0.023999,0.023948,0.024008,0.023569,0.023309,0.02309,0.023826,0.024461,0.023242,0.025211,0.023663,0.024539,0.024889,0.022905,0.023533,0.024426,0.022313,0.022629,0.024141,0.023052,0.023455,Cis-Golgi
5.850172,4.001605,4.130899,7.000228,2.561949,4.806366,5.935481,6.449887,3.016059,5.433414,7.98414,7.314701,2.540624,5.749606,5.609402,8.997194,5.359074,0.344313,3.40177,8.854829,0.024888,0.023735,0.023037,0.024111,0.024248,0.024755,0.022746,0.02327,0.024147,0.023545,0.024311,0.024087,0.024877,0.02394,0.024374,0.023944,0.023562,0.024224,0.025127,0.02511,0.025239,0.025074,0.02426,0.024645,0.024486,0.025082,0.025014,0.024279,0.023502,0.024731,Cis-Golgi
4.068312,5.794692,5.364654,5.347104,0.92462,6.306367,5.357286,3.821109,2.778403,8.504549,8.853732,5.832744,1.905812,5.901668,5.156716,7.770852,3.805168,3.632761,3.389535,2.843481,0.023957,0.025449,0.024025,0.023594,0.025081,0.024643,0.025894,0.024862,0.024688,0.024914,0.025102,0.025597,0.024683,0.02558,0.026572,0.025624,0.025157,0.025141,0.024585,0.026257,0.02591,0.025822,0.024781,0.026432,0.025564,0.025277,0.024907,0.025742,0.026001,0.02636,Cis-Golgi
4.464357,5.83268,5.374952,5.335576,0.51764,5.572289,2.92295,4.252514,2.875364,7.196385,8.795765,6.18581,2.132174,6.064645,3.843943,6.606571,3.850402,2.636475,3.641988,4.607861,0.024292,0.025627,0.024947,0.026154,0.02519,0.024507,0.025761,0.024847,0.024852,0.025966,0.025091,0.025435,0.024724,0.025813,0.02517,0.025595,0.024981,0.025159,0.025421,0.026383,0.025683,0.02619,0.024575,0.024936,0.025426,0.025405,0.025163,0.0258,0.025789,0.026074,Cis-Golgi
4.958709,2.64899,1.444462,2.400958,0.846305,3.879458,3.8761,1.73324,0.553271,2.665772,6.191941,3.484017,1.614718,2.666802,0.793542,3.296582,1.479197,0.046543,2.077644,2.499794,0.024187,0.025623,0.023843,0.023017,0.024376,0.02519,0.023365,0.026173,0.024986,0.021466,0.025074,0.027258,0.023915,0.023311,0.024334,0.025054,0.026039,0.026339,0.027757,0.021745,0.02064,0.02626,0.024811,0.024583,0.026162,0.024149,0.024433,0.024355,0.026967,0.024932,Cis-Golgi
3.660782,3.39817,2.819117,2.873038,0.547645,3.221531,1.736489,3.613353,2.547037,4.871156,7.744236,2.894315,1.008442,7.405303,4.459815,5.530321,3.962045,1.402172,4.812844,4.805335,0.023062,0.023575,0.023827,0.022918,0.023793,0.023532,0.022632,0.022381,0.025602,0.024375,0.024942,0.023968,0.02552,0.025047,0.02419,0.024521,0.025778,0.023765,0.025041,0.024594,0.024886,0.025761,0.027457,0.027664,0.025807,0.025129,0.025136,0.025536,0.026458,0.026575,Cis-Golgi
4.105021,2.96257,2.966955,3.040411,0.713063,2.854773,2.040572,5.747263,2.149877,5.871431,8.578437,4.383473,1.99499,6.399403,5.39898,5.473504,3.858262,1.941959,3.824718,3.88313,0.022737,0.024779,0.023377,0.023701,0.024245,0.023209,0.023949,0.023729,0.026213,0.02364,0.023805,0.027758,0.025322,0.023908,0.023326,0.024986,0.024555,0.02617,0.024394,0.023282,0.023747,0.026434,0.023355,0.023739,0.023747,0.024171,0.02292,0.022366,0.023781,0.025126,Cis-Golgi
3.933408,3.957327,3.526437,3.147626,1.271643,2.681915,1.06574,3.67453,2.235919,4.9705,7.590663,3.310935,1.229224,6.2057,4.859139,5.639627,3.472154,1.525984,3.66777,4.369785,0.022441,0.023523,0.023857,0.024186,0.02575,0.024402,0.023321,0.023025,0.025361,0.023554,0.025521,0.026959,0.025798,0.025827,0.023444,0.024701,0.025851,0.026783,0.025372,0.024587,0.025035,0.026382,0.026246,0.023925,0.02587,0.024186,0.022927,0.025105,0.027631,0.025107,Cis-Golgi
6.349224,4.668726,3.749149,5.299645,0.97192,5.422588,3.893104,5.200911,3.872301,7.518085,11.02219,7.804221,1.739494,5.964561,4.72645,8.743161,4.384227,1.160271,6.100206,6.306286,0.024788,0.0245,0.024804,0.025058,0.023956,0.022305,0.02469,0.023676,0.024849,0.026334,0.025443,0.025014,0.025207,0.025163,0.025089,0.02536,0.024359,0.024419,0.023496,0.025167,0.025233,0.024677,0.025495,0.025161,0.023679,0.023517,0.023565,0.025056,0.024739,0.025365,Cis-Golgi
4.322202,5.312988,4.104793,4.143905,1.071768,5.953007,4.147944,4.522184,1.601876,5.137118,7.55725,4.844483,2.132817,4.567635,3.326073,9.729392,3.776193,3.822052,4.392984,2.595544,0.023648,0.025288,0.025955,0.026506,0.024808,0.025002,0.024605,0.024218,0.024186,0.024218,0.025107,0.024901,0.0262,0.026129,0.025418,0.02542,0.025666,0.02434,0.024141,0.025738,0.025876,0.025441,0.025148,0.026327,0.024104,0.023846,0.025822,0.025687,0.02478,0.025252,Cis-Golgi
9.120089,5.231634,10.936237,9.367069,2.047393,8.055982,5.566516,8.06563,4.185881,9.635419,14.85484,10.3033,4.460488,10.453406,6.998176,16.374479,8.123165,3.235086,7.294151,8.3961,0.024704,0.024898,0.024866,0.023991,0.025142,0.025731,0.02477,0.024882,0.025843,0.024158,0.025056,0.02296,0.025113,0.024389,0.024511,0.02402,0.025184,0.025004,0.024481,0.023694,0.024712,0.025193,0.024183,0.025099,0.025156,0.024144,0.026075,0.023971,0.024534,0.024372,Cis-Golgi
10.757354,6.235544,5.18953,8.602091,2.57598,10.334073,7.445764,13.189182,1.939439,6.54819,17.770887,9.456303,3.696347,5.936554,8.611625,13.216022,6.91948,1.771122,3.23933,5.810833,0.024308,0.024785,0.024079,0.023209,0.024423,0.024283,0.024124,0.023439,0.025867,0.023901,0.024023,0.024288,0.024531,0.024604,0.024067,0.024504,0.024718,0.024184,0.025455,0.024284,0.024101,0.024703,0.024515,0.024791,0.023153,0.024426,0.024713,0.025168,0.024693,0.024953,Cis-Golgi
4.3934,4.923518,3.038185,4.413827,3.027036,6.332886,4.084364,6.688919,4.019761,6.298663,11.134404,7.392796,2.720304,6.33727,4.219584,9.02422,5.070148,0.39114,3.394279,8.61881,0.02481,0.02391,0.024239,0.024388,0.023465,0.022587,0.023126,0.023759,0.024403,0.024008,0.025528,0.024221,0.025296,0.025398,0.025948,0.024112,0.025727,0.025294,0.025232,0.025418,0.025713,0.025693,0.024275,0.025655,0.024415,0.023306,0.025512,0.025433,0.023977,0.025196,Cis-Golgi
5.690921,5.007835,3.484021,4.61791,3.173016,5.4089,3.786225,5.742491,5.151491,6.778842,11.169851,5.581904,2.391602,5.66627,4.771197,8.142408,4.524249,1.927182,3.558056,7.202157,0.024396,0.023864,0.02461,0.022915,0.024424,0.022366,0.023816,0.0238,0.024376,0.025065,0.024151,0.023658,0.025082,0.024875,0.026075,0.025532,0.025471,0.025726,0.023838,0.023561,0.025809,0.025865,0.025854,0.026048,0.02432,0.024022,0.025523,0.026027,0.024537,0.024379,Cis-Golgi
8.277129,5.401813,3.326429,7.408324,0.441785,7.153149,6.266937,5.147551,4.553649,5.045273,11.578059,7.417137,3.120112,5.504961,5.277781,5.443447,5.173187,0.333666,2.097789,7.255755,0.024964,0.024119,0.023261,0.024939,0.02425,0.023832,0.024404,0.023797,0.023949,0.023826,0.02383,0.024843,0.024391,0.024251,0.024554,0.024146,0.024964,0.024916,0.024986,0.025849,0.024814,0.025199,0.025266,0.025731,0.024912,0.024181,0.025903,0.024253,0.025889,0.025225,Cis-Golgi
4.954989,8.636847,3.924548,6.80896,1.757994,14.721946,8.128756,5.383296,3.902933,1.819905,14.72926,7.416259,2.964438,5.757949,5.986571,4.70548,4.996383,0.373625,2.5534,6.640656,0.025297,0.023817,0.023391,0.025192,0.024231,0.02382,0.024162,0.023798,0.023954,0.024432,0.023836,0.02491,0.024393,0.024148,0.025506,0.024564,0.024907,0.024916,0.02613,0.025918,0.025042,0.025469,0.024785,0.026133,0.024858,0.024302,0.02593,0.024081,0.025332,0.024477,Cis-Golgi
2.251298,2.181537,0.922139,2.248243,0.473296,0.63961,0.6768,1.09342,0,1.697517,8.912272,0.894188,0.64228,2.721784,3.110363,3.866096,0.659667,0.455768,1.234458,0.426184,0.02585,0.021424,0.024292,0.023282,0.022234,0.022108,0.023925,0.025901,0.025382,0.026084,0.023313,0.024786,0.025356,0.023352,0.025429,0.025777,0.025436,0.027716,0.024123,0.023653,0.024037,0.025228,0.022168,0.025272,0.022626,0.025733,0.023252,0.025666,0.023163,0.022036,Cis-Golgi
3.136389,1.865737,0.498697,1.184329,0.91118,1.159984,2.072551,1.822899,0.307291,0.299514,9.268691,0.544681,1.212561,3.640765,4.623061,2.532323,0.962712,0.60868,0.072753,2.515585,0.023273,0.023103,0.025633,0.02307,0.022549,0.024429,0.023821,0.023515,0.024566,0.023209,0.023209,0.024202,0.024903,0.024145,0.025045,0.024777,0.025553,0.022302,0.021132,0.023389,0.022864,0.023867,0.025214,0.022753,0.024126,0.021401,0.025204,0.02465,0.022093,0.022747,Cis-Golgi
2.916492,2.79848,1.196238,1.858414,0.486175,5.104109,3.782409,2.736024,1.836806,2.882898,5.390299,2.957483,1.207764,3.366367,1.404035,3.055057,2.415978,1.138582,1.678444,4.137681,0.024416,0.024485,0.028292,0.023739,0.025731,0.025552,0.024282,0.027046,0.023492,0.022178,0.025448,0.023998,0.026188,0.025592,0.026365,0.024243,0.027,0.026327,0.024061,0.024615,0.022529,0.026185,0.024948,0.024107,0.025475,0.025896,0.027864,0.025804,0.024391,0.023481,Cis-Golgi
2.706386,4.283768,1.256259,1.93984,0.496853,5.134109,1.228468,2.806548,1.859586,2.746965,5.464738,4.0273,4.144968,2.338313,1.735769,4.00744,4.019224,0.767886,1.507419,4.134615,0.024923,0.024159,0.025051,0.025305,0.025812,0.027114,0.023449,0.026261,0.02233,0.023867,0.025359,0.024032,0.026251,0.025497,0.027615,0.025619,0.025892,0.025197,0.023237,0.02602,0.022147,0.026315,0.024416,0.02648,0.024427,0.026209,0.026876,0.027373,0.024212,0.023872,Cis-Golgi
4.184435,2.560762,1.885079,2.52586,0.516515,4.365907,1.055533,3.179679,2.449651,3.142987,4.142847,2.879327,1.17159,3.209475,1.520465,3.510188,3.344806,0.254794,2.506811,4.996385,0.023472,0.024263,0.024343,0.023152,0.020709,0.023855,0.022893,0.024567,0.023111,0.02348,0.024372,0.024947,0.024409,0.025072,0.027279,0.024125,0.026071,0.024839,0.027341,0.023528,0.024906,0.026056,0.024651,0.024646,0.024071,0.026371,0.026127,0.02596,0.025698,0.022662,Cis-Golgi
1.260059,1.50315,0.93663,0.282846,0.252711,1.653463,0.713575,3.012839,0.254017,1.924589,2.983152,2.061969,0.421611,1.860816,0.868167,2.175586,1.520769,1.162657,1.474687,1.322424,0.025556,0.023878,0.024192,0.026775,0.024411,0.021556,0.023889,0.026156,0.025054,0.024784,0.023654,0.025989,0.028267,0.022564,0.0277,0.027094,0.028522,0.026072,0.027597,0.025128,0.028405,0.024247,0.026696,0.02506,0.026608,0.025619,0.026995,0.022943,0.025238,0.024691,Cis-Golgi
4.523627,2.814433,2.214001,4.05058,0.525705,4.089153,1.819764,3.127809,0.823421,3.666093,5.060391,3.444539,2.253257,3.434904,3.498233,4.705671,3.053664,0.775299,1.306219,4.040778,0.02389,0.023002,0.024776,0.023859,0.024283,0.026796,0.02659,0.023733,0.023239,0.023397,0.023316,0.023298,0.026088,0.022171,0.026097,0.023612,0.024346,0.025263,0.025074,0.023803,0.026499,0.023808,0.026703,0.025194,0.025168,0.026697,0.02458,0.024973,0.024923,0.026224,Cis-Golgi
3.839618,2.67908,2.153117,3.779511,0.534061,3.917477,2.504813,3.121355,1.369251,3.800151,6.714057,3.405147,2.174368,3.148285,2.642763,4.685723,2.840485,0.780732,1.189221,3.814552,0.025097,0.023038,0.024872,0.024252,0.024197,0.025358,0.026836,0.023661,0.023005,0.023762,0.023275,0.024322,0.026059,0.024545,0.026044,0.023789,0.024318,0.02507,0.025795,0.023946,0.025968,0.024632,0.026657,0.024392,0.025682,0.026887,0.024145,0.025223,0.024856,0.025848,Cis-Golgi
4.040547,2.937286,2.462112,1.244111,0.459051,2.50281,1.220526,6.686227,1.973821,3.392547,12.002633,1.960483,2.082255,4.743495,4.880777,4.31235,4.819183,1.951243,3.259323,5.780976,0.024566,0.023641,0.024767,0.022688,0.022759,0.023058,0.023501,0.023453,0.024345,0.024266,0.023253,0.025883,0.023898,0.023326,0.024093,0.023631,0.023604,0.024828,0.023562,0.025582,0.024187,0.024995,0.024249,0.023833,0.025201,0.022862,0.024285,0.024395,0.02436,0.024114,Cis-Golgi
5.535917,2.146035,3.032747,1.000847,0.22143,2.737444,0.732393,5.900767,2.534194,6.713382,11.266703,2.500202,1.458531,6.177576,4.918051,5.882066,7.272541,1.836645,4.337116,5.671828,0.02431,0.022433,0.023877,0.023278,0.022782,0.022054,0.022295,0.023134,0.024544,0.024068,0.022838,0.025879,0.022944,0.023357,0.024315,0.02427,0.022583,0.025626,0.02347,0.023397,0.024525,0.024971,0.023099,0.023163,0.024576,0.021768,0.024007,0.0245,0.023684,0.023791,Cis-Golgi
4.2827,2.304674,3.030858,2.508333,0.545807,3.897161,1.928507,4.716003,3.406325,6.132997,10.868565,2.994707,1.878953,7.30488,4.92578,7.544323,5.130462,2.558442,5.902915,5.056912,0.023834,0.022248,0.02374,0.0233,0.024794,0.021843,0.022976,0.024183,0.025135,0.024793,0.023854,0.025919,0.024782,0.023686,0.023435,0.023684,0.024558,0.02348,0.023555,0.023565,0.025169,0.025719,0.022633,0.025596,0.024638,0.023949,0.024967,0.024991,0.02388,0.025602,Cis-Golgi
4.915636,3.255559,3.486358,2.009739,0.355477,3.429517,3.142731,5.235915,1.240463,7.170916,11.142281,1.396112,1.126199,5.855998,4.769744,7.865496,6.39331,1.654156,1.952855,6.24641,0.02333,0.023031,0.023899,0.022659,0.023236,0.021516,0.023219,0.021504,0.025589,0.023085,0.023727,0.024394,0.024039,0.023513,0.02311,0.024305,0.022722,0.022744,0.023894,0.023237,0.023772,0.024063,0.024735,0.023346,0.024217,0.023546,0.023574,0.023973,0.023994,0.024649,Cis-Golgi
5.655087,1.799871,1.803613,1.330768,0.530181,1.417111,3.133235,5.176947,2.202791,7.901662,9.334756,2.743372,1.81332,5.96961,4.622867,7.503405,4.460373,1.786838,2.043667,5.483693,0.023094,0.02324,0.023896,0.022616,0.023964,0.023866,0.022641,0.024466,0.023661,0.022638,0.02392,0.024002,0.023969,0.021038,0.024791,0.023912,0.02167,0.025098,0.023972,0.023903,0.025089,0.024484,0.02481,0.02569,0.023958,0.023503,0.02368,0.023937,0.024052,0.023678,Cis-Golgi
4.363203,2.122441,1.299632,1.274655,0.940332,1.731384,1.947922,4.875221,2.628464,8.212442,10.62116,2.914931,1.895747,6.641967,4.330812,7.598083,6.633347,0.806152,4.798036,5.039543,0.023463,0.022561,0.021806,0.023103,0.022801,0.022844,0.021979,0.022346,0.024374,0.022732,0.022835,0.024115,0.023743,0.023093,0.024181,0.024191,0.021408,0.022487,0.023403,0.023169,0.023535,0.023747,0.022667,0.02336,0.024363,0.022258,0.024031,0.023493,0.023824,0.023937,Cis-Golgi
3.233671,1.886947,1.819642,2.801629,0.410589,3.378783,1.982429,6.030242,0.271693,6.614602,10.13369,1.997956,1.587981,5.687753,5.864368,4.888435,3.761456,0.892654,2.966786,5.851346,0.023387,0.022654,0.023609,0.021967,0.022997,0.023109,0.022074,0.023513,0.025038,0.024678,0.023774,0.023367,0.025084,0.024119,0.025236,0.024405,0.023712,0.023842,0.024731,0.024292,0.022185,0.024405,0.023617,0.024184,0.024251,0.023859,0.023175,0.022996,0.024858,0.025083,Cis-Golgi
6.390127,3.11652,2.745036,1.314776,0.238596,2.638926,1.936814,6.629117,1.257541,5.837748,11.289123,1.576265,1.111347,5.812025,4.733619,6.464623,5.542748,2.150207,1.679041,6.143317,0.023651,0.022982,0.023648,0.022673,0.023335,0.022381,0.023645,0.023113,0.025532,0.02421,0.02363,0.024226,0.023511,0.02427,0.025971,0.024902,0.024249,0.024979,0.024037,0.025267,0.024936,0.0249,0.02406,0.023631,0.024258,0.023382,0.02392,0.024132,0.023818,0.023264,Cis-Golgi
6.250844,2.131939,3.100812,1.497606,0.022923,3.145188,0.707871,5.376836,2.144797,6.858387,11.297448,2.586365,1.719787,5.87758,4.879441,4.891668,7.276982,0.631713,2.951207,5.78415,0.024384,0.022212,0.023755,0.023276,0.022688,0.021498,0.022611,0.023173,0.024504,0.023549,0.023338,0.026142,0.022573,0.023288,0.023248,0.024526,0.022645,0.022715,0.023383,0.025406,0.023821,0.024656,0.023335,0.02331,0.025749,0.022281,0.023978,0.024039,0.023686,0.023583,Cis-Golgi
7.245518,4.713373,2.600204,1.82442,1.798439,2.965965,3.663649,6.786513,1.334631,4.419162,11.397484,1.845836,1.514807,5.156969,9.779666,12.868127,5.657202,1.852577,3.14636,6.441018,0.022916,0.023128,0.023568,0.023199,0.024235,0.021517,0.023522,0.022923,0.025295,0.024349,0.02458,0.024021,0.024914,0.023971,0.023967,0.023231,0.024982,0.023579,0.02466,0.024001,0.024551,0.023556,0.024066,0.025774,0.023948,0.022984,0.023396,0.024307,0.023926,0.023404,Cis-Golgi
6.671348,4.522066,4.874093,3.941557,2.77436,4.141408,4.431983,8.004222,2.04639,4.284712,9.227143,2.617815,0.852936,5.692196,9.236848,11.92734,6.289871,1.319423,3.223903,8.286688,0.023422,0.02399,0.02343,0.024209,0.024571,0.02485,0.023258,0.022967,0.024778,0.02418,0.024375,0.022976,0.02531,0.023366,0.023689,0.023508,0.025103,0.023299,0.025015,0.023225,0.025183,0.023943,0.02452,0.024516,0.023791,0.025321,0.023777,0.024826,0.023195,0.02443,Cis-Golgi
